experiment,score,wd,sent_by_T,s_alpha,num_splits,lr,epochs,d,batch_size,T,G,recall_0,recall_1,recall_2,recall_3,precision_0,precision_1,precision_2,precision_3,n_metrics,error
0,0.9108057801218031,0.0001,0.08,0.2,48,0.001,10,16,128,6,10000,0.9821945623983487,0.9438269793940095,0.827883736922632,0.6920311395973434,0.055085747318765484,0.0794164398679979,0.13926278188554939,0.193989340930439,651155,
